Country,Forecast
Algeria,-0.09916799163215315
Libya,-0.09934012149256702
Vanuatu,-0.09987068508120099
Afghanistan,-0.10253193439308327
North Macedonia,-0.10373453307881901
Bulgaria,-0.10993439429713533
Brunei,-0.12555094950988838
South Korea,-0.12675104145746469
Thailand,-0.19474237690147522
Croatia,-0.21370074990811594
United States,-0.23161499838131927
Russia,-0.2424260638527885
Czechia,-0.25325160397327495
New Zealand,-0.27538138988337024
Hungary,-0.3470905214355584
Belize,-0.3580925507667452
Japan,-0.36879574554288197
Fiji,-0.3842893183377802
Belarus,-0.39462650173008146
Kuwait,-0.4171917858992392
Yemen,-0.4364514473626283
Portugal,-0.46261929118979916
Italy,-0.483328787077333
Bahamas,-0.5517876656683887
Israel,-0.5897517005043543
Jamaica,-0.7208747574150028
Trinidad and Tobago,-0.8154784546318545
Romania,-0.9230724067697543
Greece,-1.1942755500225888
Moldova,-1.223958855334618
Latvia,-1.527782478302505
Hong Kong,-2.10508097705326
Estonia,-2.229973409236129
Angola,-2.3518159628644146
Venezuela,-3.53993317410588
Bhutan,-4.426207955360744
Ukraine,-8.666746531549382
